label,message
ham,Sorry i'm not free...
ham,K k:) sms chat with me.
ham,I will spoil you in bed as well :)
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Are you free now?can i call now?
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
ham,But if she.s drinkin i'm ok.
ham,Its worse if if uses half way then stops. Its better for him to complete it.
ham,Call me when u're done...
ham,"Haha, that was the first person I was gonna ask"
ham,.Please charge my mobile when you get up in morning.
ham,I am great princess! What are you thinking about me? :)
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,"Nah can't help you there, I've never had an iphone"
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,Yo come over carlos will be here soon
ham,"Sorry, I'll call later In meeting."
ham,Cheers for the card ... Is it that time of year already?
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,I wont touch you with out your permission.
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Then get some cash together and I'll text jason
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,When you are big..| God will bring success.
ham,So that means you still think of teju
ham,"Since when, which side, any fever, any vomitin."
ham,Oh ok i didnt know what you meant. Yep i am baby jontin
ham,i can call in  &lt;#&gt;  min if thats ok
ham,Please leave this topic..sorry for telling that..
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,No..he joined today itself.
ham,Spoons it is then okay?
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
ham,Designation is software developer and may be she get chennai:)
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,"Yeah probably, I still gotta check out with leo"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,"Sorry that took so long, omw now"
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,Dude just saw a parked car with its sunroof popped up. Sux
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,U coming 2 pick me?
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Am slow in using biola's fne
ham,"life alle mone,eppolum oru pole allalo"
ham,I called but no one pick up e phone. I ask both of them already they said ok.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham,it's really getting me down just hanging around.
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Crucify is c not s. You should have told me earlier.
ham,As usual u can call me ard 10 smth.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,I'm gonna rip out my uterus.
ham,What r u cooking me for dinner?
ham,Did u download the fring app?
ham,Let me know when you've got the money so carlos can make the call
ham,Is fujitsu s series lifebook good?
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Erm. I thought the contract ran out the4th of october.
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
ham,Dude got a haircut. Now its breezy up there
ham,Okie... Thanx...
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,K...k:)why cant you come here and search job:)
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,How come?
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Do u noe how 2 send files between 2 computers?
ham,"Sorry, I'll call later"
ham,Thats cool. I want to please you...
ham,I can't make it tonight
ham,India have to take lead:)
ham,Lolnice. I went from a fish to ..water.?
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
ham,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
ham,It means u could not keep ur words.
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,You call times job today ok umma and ask them to speed up
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,I'm done...
ham,Customer place i will call you
ham,I will come tomorrow di
ham,Can you talk with me..
ham,Your daily text from me – a favour this time
ham,Thats cool princess! I will cover your face in hot sticky cum :)
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,U can call now...
ham,Yup bathe liao...
ham,X2  &lt;#&gt; . Are you going to get that
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Is avatar supposed to have subtoitles
ham,A bloo bloo bloo I'll miss the first bowl
ham,"alright, I'll make sure the car is back tonight"
ham,Then she buying today? Ü no need to c meh...
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Wah lucky man... Then can save money... Hee...
ham,"K, can I pick up another 8th when you're done?"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Fine i miss you very much.
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,Jus finish blowing my hair. U finish dinner already?
ham,Gokila is talking with you aha:)
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
ham,S now only i took tablets . Reaction morning only.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,My friends use to call the same.
ham,"Hi elaine, is today's meeting confirmed?"
ham,So i asked how's anthony. Dad. And your bf
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
spam,PRIVATE! Your 2003 Account Statement for 078
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,"Nope, I'm still in the market"
ham,PS U no ur a grown up now right?
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,I dont want to hear anything
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Mm i am on the way to railway
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,When you came to hostel.
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,"Fair enough, anything going on?"
ham,Should I head straight there or what
ham,I'm leaving my house now.
ham,I am on the way to ur home
ham,make that 3! 4 fucks sake?! x
ham,Whats the staff name who is taking class for us?
ham,Haf u found him? I feel so stupid da v cam was working.
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,Oh k.i think most of wi and nz players unsold.
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,&lt;#&gt;  w jetton ave if you forgot
ham,Tell where you reached
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,Ok. So april. Cant wait
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,Ya had just now.onion roast.
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,how are you? I miss you!
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
ham,You will be in the place of that man
ham,I asked you to call him now ok
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Tell me again what your address is
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,S:)s.nervous  &lt;#&gt; :)
ham,Double eviction this week - Spiral and Michael and good riddance to them!
ham,Then u drive lor.
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,"Yes, my reg is  Ciao!"
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,You sure your neighbors didnt pick it up
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,Was it something u ate?
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Jos ask if u wana meet up?
ham,"So check your errors and if you had difficulties, do correction."
ham,I want to go to perumbavoor
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,Yup... How ü noe leh...
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Where are you call me.
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,I love your ass! Do you enjoy doggy style? :)
ham,I dont understand your message.
ham,Ugh just got outta class
ham,Should I have picked up a receipt or something earlier
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,"Goodmorning, today i am late for 1hr."
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
ham,Nope. Meanwhile she talk say make i greet you.
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
ham,No plans yet. What are you doing ?
ham,Serious? What like proper tongued her
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Sorry about that this is my mates phone and i didnt write it love Kate
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham,Jus finished avatar nigro
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Yeah we do totes. When u wanna?
ham,I sent lanre fakeye's Eckankar details to the mail box
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Ok... But bag again..
ham,I will lick up every drop :) are you ready to use your mouth as well?
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,They just talking thats it de. They wont any other.
ham,Got smaller capacity one? Quite ex...
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,That is wondar full flim.
ham,Where to get those?
spam,You have 1 new voicemail. Please call 08719181513.
ham,Are you still getting the goods.
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,Hi:)cts employee how are you?
ham,Yeah whatever lol
ham,"And how you will do that, princess? :)"
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Oh k :)why you got job then whats up?
ham,Ok. She'll be ok. I guess
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,"Pity, * was in mood for that. So...any other suggestions?"
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Ü collecting ur laptop then going to configure da settings izzit?
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,Aight well keep me informed
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,Ya it came a while ago
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,Yup having my lunch buffet now.. U eat already?
ham,Not getting anywhere with this damn job hunting over here!
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Where are the garage keys? They aren't on the bookshelf
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,What should i eat fo lunch senor
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,Big brother‘s really scraped the barrel with this shower of social misfits
ham,Pls help me tell Ashley that i cant find her number oh
ham,So how many days since then?
ham,Midnight at the earliest
ham,Pls send me the correct name da.
ham,Si si. I think ill go make those oreo truffles.
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,Then mum's repent how?
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
ham,Somebody should go to andros and steal ice
ham,This is my number by vivek..
ham,"Sir, i am waiting for your call."
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,Huh so fast... Dat means u havent finished painting?
ham,If india win or level series means this is record:)
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,Then ur physics get a-?
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Uncle Abbey! Happy New Year. Abiola
ham,I wont. So wat's wit the guys
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,Then cant get da laptop? My matric card wif ü lei... 
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,Are you ok. What happen to behave like this
ham,Nope thats fine. I might have a nap tho! 
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Sounds great! Im going to sleep now. Have a good night!
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,Not directly behind... Abt 4 rows behind ü...
ham,No. Did you multimedia message them or e-mail?
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Lol where do u come up with these ideas?
ham,How are you holding up?
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,Package all your programs well
ham,Kallis wont bat in 2nd innings.
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Yup ok...
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,I have no money 4 steve mate! !
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,So what do you guys do.
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
